1,11,132,1518,17556,202334,2334948,26952090,311314696,3597985182,41608790916,481472570920,5574653325780,64583472472926,748651560338836,8683408050990090,100774357543596660,1170189775810553652,13595837311695177924,158050499873946758364,1838327141195786905708,21393576796597225444542,249100305377999984298852,2901963105315727297960060,33824604280272256302375216,394451090135211082394700510,4602242880591090677508284488,53722738839393300205169166240,627415523660091688034416813140,7330897051029446259352736714702
1,12,156,1950,24492,306722,3845244,48217650,604968728,7594100514,95377456668,1198498568800,15067838554860,189532706730978,2385258095958764,30033271868899650,378341459567111820,4768448536979199436,60128436368674904412,758560189117869159060,9574257579241936396244,120898974501880433433666,1527355136802777363301116,19304330132123553594489100,244097913937045061457172752,3087914776768466893126262370,39080101501667875477450493144,494803077823317179209306080600,6267474722458517250727290761580,79420644328339170609088458635058
1,13,182,2457,33306,450359,6094998,82506060,1117394096,15139599657,205218615966,2782985378355,37756897435530,512473599799551,6958813502903626,94533545497883310,1284760635879403410,17467969291590005552,237599140451235172974,3233164582512630297441,44013859375263656498958,599415417518123117997267,8166599455372538222398902,111308288751805709478841290,1517695431639262257939372816,20701915811100312157890265185,282490025386436633847249365288,3856205817449483301297493102935,52659848732512412095472861710890,719381223727821678572604395619097
1,14,210,3045,44310,643405,9349410,135886170,1975812440,28739551407,418199153610,6087701803505,88652330392710,1291494223884765,18821719654854998,274403438551026120,4002045800374244910,58389612544832081940,852214433767478498010,12442870879119644529111,181739500912642334812610,2655422652883260158128545,38812541457169594615158210,567496353983767441008299930,8300515485383004620097116448,121449696262479767429640081255,1777606099394407548457388486240,26026794079738618577679816292485,381197593420050621022949676633510,5584987562579983032140808135304759
1,15,240,3720,57840,897640,13939440,216507720,3364012960,52286094792,812948198640,12644052784880,196723427616240,3061761993925800,47668507615046512,742395982266536520,11565987049627027440,180248589044664628880,2809972922388595661040,43820007330307061278176,683568000891170970445840,10666669699751999159963880,166499391771288649041984240,2599752096593164720362924080,40605556691512236515190382272,634412859982512136049559303240,9914941666549312660900499577760,155002497450389225413701588527760,2423908475437872515353627024109040,37915897885067726184009585322087752
1,16,272,4488,74256,1226584,20271888,335096520,5540933216,91648190136,1516337296656,25095604428400,415459877348880,6880016598540696,113966769793506448,1888402987454782920,31299550394528466960,518928776063789112112,8606030103117736917264,142765279351601343270240,2369005752341650759220208,39321721213626668660864472,652861249726869682737502992,10842521200014469412500786480,180119072484806919097714656576,2993009861779660177578732039480,49747880315194872619641845868128,827099843511888327245692089834000,13754890426558402518445651170881040,228807924334328322731356383503988152
1,17,306,5355,93942,1645617,28840194,505522710,8863490328,155447285643,2726955797418,47850761191695,839875910212710,14745395772914193,258947837664478134,4548646201055198760,79921841050138809870,1404629090174946183156,24692784719483492184762,434200240487347558934409,7636967522958127336055394,134357529890506857864994341,2364354117963582787424335266,41617090572407592649293561990,732721271943788090599028529312,12903661530271270470389060918115,227296824525069541374627274736544,4004784572905445899612438789718715,70578017835214222000284103303204230,1244123129402952493178516487668176899
1,18,342,6327,117306,2172099,40235958,745447140,13814267376,256059844461,4747440801726,88040293715085,1633078353583530,30299522708510811,562299094226450154,10437617654066457090,193792664590947391410,3598941234582797917632,66851805805525048040334,1242086862057365970993087,23082916371344942773915758,429070540184623152610674687,7977474536142860840648143062,148354336912852127449460669910,2759513459092519395707773040016,51340675087688069091349572779205,955403309596847496966199743190248,17783093693126011836574930864722345,331072100181422706600029317253410890,6164981942976395822709377188454552589
1,19,380,7410,144780,2825490,55161180,1077050910,21034700120,410893301826,8028158281980,156890421995840,3066693579826380,59956665273641970,1172458198008298444,22932411651485149710,448636067189129283180,8778702761216634956220,171813702333667705835580,3363381327122496643643628,65854404966982228282862580,1289684526446628217384433010,25262224871943142293555388380,494935544543297970816250307540,9698712972469756418535615559824,190093576227812856112976956420290,3726559742834798210269768199127320,73069388431223267179607191745318280,1433009282945199246741362033746037580,28109173536760159497896786783833051122
1,20,420,8610,176820,3627470,74441220,1527853110,31364449480,643988009406,13225227322020,271652290798840,5580952133778420,114679995142887150,2356954572196719796,48450543139360154310,996161323240099523220,20485377355357401554340,421348244227948743451620,8668041472347255437809188,178354048494570596231430220,3670513063004794885068321390,75553046743835577909959820420,1555457599053024202944619127140,32029113836908970669628898305456,659647272476046520346261303454270,13588085080441533393802160071388680,279952213164655336881439669851314880,5768836410373011659310429119156053620,118896948837238803349489900284772770446
1,21,462,9933,213906,4602059,99038478,2131621800,45887685536,988004074365,21276436442646,458264591000755,9872129241843330,212707238586645891,4583849962163953250,98799550380001675050,2129882966139867132810,45923231768387721265672,990341082773017869486054,21360553461972130776444921,460802950129281259547640758,9942434089914258654856465527,214557931604548346556397915182,4630953927792069839594760346450,99970074890059423216750874125296,2158454359825207957985231657961525,46611022566829487570093934450405368,1006715836781022750546091550450133735,21746895585714495304696277767778637090,469850091026222178081582330032858909757
1,22,506,11385,256542,5775737,130066794,2929383270,65987049128,1486658713947,33499223318418,754968480522465,17017408004106510,383643932157175833,8650344496598527294,195078057457406149620,4400005096541384457270,99258441425919268769276,2239499669188018153478562,50536316632408371606373983,1140577864266409376845917594,25746298064171647705392606141,581263247731960077027339347466,13124986306342487581272646112130,296409741349813424760572723827392,6695043281319881879356250249599635,151245089298856369836324108277217744,3417242646038075829607552324847075205,77221218069206890373908666855825424430,1745273192374917786040784003674702104595
1,23,552,12972,305256,7177564,168806568,3970534620,93406097456,2197686822540,51715580477736,1217143580076440,28650152040683880,674491699817727996,15881469832776888872,373997773452021473820,8808691495412916969960,207499787204905133040312,4888634683286023289967144,115191644325299767695856128,2714673576546619156220403608,63984866668190498717241240732,1508341566764373615261885295272,35561875535574255543881706149480,838555642899490940824165717481376,19776121281215927291854664092548300,466457493838255117954746469452277808,11003845251883384142029956976674614280,259619926321144112184748175002798472040,6126217578753661320104868452367307124236
1,24,600,14700,360600,8839300,216720600,5314064700,130321080400,3196404887220,78409513440600,1923691440519800,47202136993800600,1158370204280964900,28431019443962040280,697905598399958984700,17134047891293618520600,420709341598960971439400,10331492147323481162880600,253747914994432337069441760,6233045057859884348008714600,153128562936573314018496053700,3762444483330066608210715600600,92457412581259032575925000549800,2272327333024228169884503123888480,55854393914790362482729408727085300,1373095846373314788325832590779960400,33759902131470207494289426697066362600,830152862521704314209698162559204680600,20416028727821411485925398181514035271540
1,25,650,16575,423150,10795525,275470650,7029888450,179422934600,4579966189695,116923517815650,2985359318454175,76233596447613150,1946933694053551125,49729117844683019470,1270354908374104499700,32455923897086861958150,829310831758080677032300,21193125499536347121505650,541660093874004048676286385,13845628372962503737150336650,353958489412761718811558332425,9049939036094806003795932850650,231415503780696416317492690533550,5918239521518202625716185259563520,151372058882955547267629776861522775,3872146587189935668871553573298439600,99062787694235452376491255790226224475,2534672007661546724355995091899442993150,64861238776544745735063761736884939250695
1,26,702,18603,493506,13083759,346934718,9200299680,244010422656,6472403397369,171701461778886,4555473213061485,120877098447326130,3207786744699047511,85136890951007020242,2259856261085627083230,59992155746494531809210,1592790377945774702981832,42293454414827353745574294,1123150469000336481895886007,29829971531209183662984572358,792351169521411358464663127707,21049044493429563413492435635422,559238073975081641682274233373470,14859718308215604809715553107116976,394887834155903878225515047403608145,10495088116950062217316151737950029208,278963512369356480230688542618939073945,7415791454739777151645228738911665182290,197158822226765550221049979881058886635017
1,27,756,20790,572292,15744582,433225044,11921547330,328095385128,9030563173926,248586263719668,6843635808138360,188427405344536260,5188580763956971398,142889509912503626244,3935494179356691527730,108403990319490631954020,2986332964175008090193796,82276923734069832622645812,2267068316280357113062671132,62473781685343748351625182844,1721779313836952672330798566566,47457357030704153699228773237716,1308205129004356476414644255383020,36065689849434669154477815683914992,994394218550677927492484565460019430,27420081273079784793679548298079856744,756178854667548395496333860569611730320,20855749560066205581371117599063747962180,575270885090097782212115937614071011122646
1,28,812,23142,660156,18821754,536706828,15305540250,436521113336,12451046330394,355181845293996,10133043166935920,289116714650819580,8249936631578570106,235435559490652678780,6719507733346872350250,191799172836657329724060,5475197444831946292252092,156313515608451739900423404,4463102577514309630306870164,127444381883767934878997357508,3639551784365351120213234325402,103948536422266943560291272155532,2969149090570388637582156545013500,84818123587121369008455954670057296,2423194178254316037128987662697930970,69235772716827132458064419183002134968,1978406382853279881211662094964178207240,56538327792762642703785924952993350473340,1615893610696149233667748924768158211370538
1,29,870,25665,757770,22362335,660017670,19481685540,575094891280,16978276291089,501290021299470,14802184721687635,437123175926261370,12909904808541458055,381314550160120784506,11263796019968549851590,332756974309995699127170,9831289146379039093416480,290492285442632026864271070,8584193197444503850972327857,253690975934181769393312728670,7498098070314395093021418233115,221634659345677575185181809880870,6551859819427789269620412272605210,193700958832109653472278869940875216,5727156971065749952373829977700115785,169350479222832424602024564271638289480,5008107954159456730828731975266726668695,148115571838865133290971440871344271500570,4380941121765795903256708735145944920644513
1,30,930,28365,865830,26416805,806087730,24598865490,750735795320,22913828265159,699434263309530,21351815302494385,651870484418849430,19903359658225264725,607756999456312106534,18559744484186779549440,566829439656631951687230,17312951722168793431028260,528844607893178747090225130,16155604435954102644892775367,493578723351978606814989430130,15080913732051730242861642896985,460825815710838272353857575838930,14082630186855320330503269624736810,430396255820054333353492559950541664,13154999398268158013095477602475344255,402115411031001309585839212817011171520,12292721304211967718681027653645458611045,375822414365710275166336898670900095304630,11490912941708727912484258518330606751725999
