1,2,3,5,7,13,19,35,59,107,187,351,631,1181,2191,4115,7711,14601,27595,52487,99879,190745,364723,699251,1342183,2581427,4971067,9587579,18512791,35792567
1,3,7,18,43,116,295,798,2135,5826,15919,44016,122011,340620,954443,2686728,7588771,21509940,61144063,174289728,498012395,1426229112,4092816967,11767220866,33890202235,97761550218,282424566879,817018885380,2366546223931,6863002426274
1,4,13,46,157,570,2029,7396,26949,99034,365197,1354132,5039581,18833338,70626309,265748746,1002984061,3796239198,14406086605,54801291760,208932675549,798218591002,3055417434733,11716356814382,45002104729453,173117608732954,666917515277117,2572668482469820,9936611923253341,38423853817871318
1,5,21,95,421,1935,8821,40685,187901,871919,4057621,18947985,88738021,416795855,1962922717,9268328075,43868210821,208109972395,989400443221,4713396436781,22497100562661,107572438618415,515241748300021,2471798751113235,11875892958804757,57138943111961135,275280229571026981,1327887335586300665,6412975329204965221,31005655104677766323
1,6,31,171,931,5191,28831,161211,902751,5070525,28542631,161056191,910768531,5161489311,29311161075,166782706701,950807058331,5430292643871,31067697562231,178039552956747,1021910165837091,5874432652964571,33817795395588031,194949028978396241,1125290592242110675,6503523541232055141,37631103277057839671,217988903984016336171,1264116854202268871731,7338086571551921610853
1,7,43,280,1807,11858,77659,510790,3364019,22201816,146775427,972048196,6448332031,42847103746,285158436263,1900739046850,12688462031911,84825203981126,567870286598035,3806805403979032,25552805402094959,171736333925238670,1155609439870752763,7785118752246567396,52505533265361409423,354496100367384785152,2395884147942847090467,16208771226102678767224,109760693190565201167391,743942212365860085026988
1,8,57,428,3193,24116,181945,1376768,10429385,79128260,601146169,4573194816,34835907961,265701765140,2029120707433,15515128572308,118774664688121,910332500318060,6985068046867513,53656461955027016,412610770132097145,3176234329675810292,24475089696461945017,188782718814332471116,1457514529731727874905,11263229791017784852868,87116269513545342851929,674386663474751666439920,5224917212236529470191481,40513356633157281840166124
1,9,73,621,5257,44925,383689,3284001,28133689,241306893,2071920457,17809194537,153239231881,1319910616413,11380450670617,98221577400981,848551875645961,7337790946736613,63512448926165065,550237197843159345,4771219861650616969,41408360268707461437,359680100404078062793,3126836524759026158037,27204762233155817086633,236878862858654158279629,2064143902363363031384617,18000172139769462470340825,157082282494330079329628041,1371773941197699798366084357
1,10,91,865,8191,78145,745291,7119595,68064451,651325663,6238085491,59797578295,573702628591,5508800911585,52940591199223,509186241756775,4901342252960791,47216964739806565,455218330648789891,4392116727372819127,42408619565166575071,409783140812954895805,3962480951319456474091,38343064871826882310495,371284080492325896455743,3597650696568491724432295,34883343073961479316102611,338451870249025592357303155,3285857631129439833278565391,31920294724159486353586728691
1,11,111,1166,12211,128656,1355311,14295446,150883151,1593748574,16846515511,178202429856,1886362472611,19982131647896,211816544635939,2246858123621276,23849825205840811,253328739713984616,2692583707811291911,28637499747424878728,304773806869437098931,3245579517592048762916,34583923619792929228111,368738861492072906390006,3933882377355348881682979,41992986683567133275856806,448518303388886309991753991,4793212003803554063840308916,51252044730051433600497817411,548313408962880349861295040950
